,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,DateTimeObj,StrDateTime
2020-12-21 09:30:00-05:00,112.0999984741211,112.31999969482422,111.73999786376953,112.1050033569336,,74982.0,0.0,0.0,2020-12-21 09:30:00,2020-12-21 09:30:00-05:00
2020-12-21 09:31:00-05:00,112.0,112.0999984741211,111.36000061035156,111.47000122070312,,12888.0,0.0,0.0,2020-12-21 09:31:00,2020-12-21 09:31:00-05:00
2020-12-21 09:32:00-05:00,111.37000274658203,112.25,111.37000274658203,112.08999633789062,,6644.0,0.0,0.0,2020-12-21 09:32:00,2020-12-21 09:32:00-05:00
2020-12-21 09:33:00-05:00,112.26000213623047,112.5,112.22000122070312,112.22000122070312,,4951.0,0.0,0.0,2020-12-21 09:33:00,2020-12-21 09:33:00-05:00
2020-12-21 09:34:00-05:00,112.25499725341797,112.41000366210938,112.05000305175781,112.20500183105469,,4618.0,0.0,0.0,2020-12-21 09:34:00,2020-12-21 09:34:00-05:00
2020-12-21 09:35:00-05:00,112.28730010986328,112.28730010986328,111.94000244140625,112.0999984741211,,3443.0,0.0,0.0,2020-12-21 09:35:00,2020-12-21 09:35:00-05:00
2020-12-21 09:36:00-05:00,112.1500015258789,112.19999694824219,111.95999908447266,112.12000274658203,,7177.0,0.0,0.0,2020-12-21 09:36:00,2020-12-21 09:36:00-05:00
2020-12-21 09:37:00-05:00,112.19999694824219,112.26000213623047,112.12349700927734,112.19999694824219,,2357.0,0.0,0.0,2020-12-21 09:37:00,2020-12-21 09:37:00-05:00
2020-12-21 09:38:00-05:00,112.16390228271484,112.19999694824219,112.02999877929688,112.16500091552734,,4273.0,0.0,0.0,2020-12-21 09:38:00,2020-12-21 09:38:00-05:00
2020-12-21 09:39:00-05:00,112.25,112.25,112.16999816894531,112.2300033569336,,2682.0,0.0,0.0,2020-12-21 09:39:00,2020-12-21 09:39:00-05:00
2020-12-21 09:40:00-05:00,112.25,112.26000213623047,112.0999984741211,112.1500015258789,,4537.0,0.0,0.0,2020-12-21 09:40:00,2020-12-21 09:40:00-05:00
2020-12-21 09:41:00-05:00,112.13999938964844,112.13999938964844,111.9800033569336,112.0,,1205.0,0.0,0.0,2020-12-21 09:41:00,2020-12-21 09:41:00-05:00
2020-12-21 09:42:00-05:00,111.96939849853516,111.98999786376953,111.87999725341797,111.87999725341797,,2873.0,0.0,0.0,2020-12-21 09:42:00,2020-12-21 09:42:00-05:00
2020-12-21 09:43:00-05:00,111.79000091552734,111.86000061035156,111.73999786376953,111.77999877929688,,3256.0,0.0,0.0,2020-12-21 09:43:00,2020-12-21 09:43:00-05:00
2020-12-21 09:44:00-05:00,111.7300033569336,111.79000091552734,111.58000183105469,111.79000091552734,,6159.0,0.0,0.0,2020-12-21 09:44:00,2020-12-21 09:44:00-05:00
2020-12-21 09:45:00-05:00,111.66000366210938,111.80000305175781,111.5999984741211,111.61000061035156,,9574.0,0.0,0.0,2020-12-21 09:45:00,2020-12-21 09:45:00-05:00
2020-12-21 09:46:00-05:00,111.59500122070312,111.6500015258789,111.51000213623047,111.61000061035156,,3494.0,0.0,0.0,2020-12-21 09:46:00,2020-12-21 09:46:00-05:00
2020-12-21 09:47:00-05:00,111.55999755859375,111.55999755859375,111.45999908447266,111.51000213623047,,2845.0,0.0,0.0,2020-12-21 09:47:00,2020-12-21 09:47:00-05:00
2020-12-21 09:48:00-05:00,111.54000091552734,111.61000061035156,111.47000122070312,111.51499938964844,,2630.0,0.0,0.0,2020-12-21 09:48:00,2020-12-21 09:48:00-05:00
2020-12-21 09:49:00-05:00,111.56999969482422,111.66000366210938,111.52999877929688,111.6050033569336,,3390.0,0.0,0.0,2020-12-21 09:49:00,2020-12-21 09:49:00-05:00
2020-12-21 09:50:00-05:00,111.63099670410156,111.79000091552734,111.552001953125,111.79000091552734,,2280.0,0.0,0.0,2020-12-21 09:50:00,2020-12-21 09:50:00-05:00
2020-12-21 09:51:00-05:00,111.79000091552734,111.9000015258789,111.74500274658203,111.83000183105469,,3850.0,0.0,0.0,2020-12-21 09:51:00,2020-12-21 09:51:00-05:00
2020-12-21 09:52:00-05:00,111.88999938964844,111.88999938964844,111.76000213623047,111.80999755859375,,4110.0,0.0,0.0,2020-12-21 09:52:00,2020-12-21 09:52:00-05:00
2020-12-21 09:53:00-05:00,111.83000183105469,111.87000274658203,111.69000244140625,111.70999908447266,,5051.0,0.0,0.0,2020-12-21 09:53:00,2020-12-21 09:53:00-05:00
2020-12-21 09:54:00-05:00,111.68000030517578,111.77999877929688,111.62000274658203,111.77999877929688,,1863.0,0.0,0.0,2020-12-21 09:54:00,2020-12-21 09:54:00-05:00
2020-12-21 09:55:00-05:00,111.63700103759766,111.91000366210938,111.63700103759766,111.91000366210938,,2043.0,0.0,0.0,2020-12-21 09:55:00,2020-12-21 09:55:00-05:00
2020-12-21 09:56:00-05:00,111.98999786376953,111.98999786376953,111.79499816894531,111.86000061035156,,4355.0,0.0,0.0,2020-12-21 09:56:00,2020-12-21 09:56:00-05:00
2020-12-21 09:57:00-05:00,111.83000183105469,111.83999633789062,111.76899719238281,111.78500366210938,,1973.0,0.0,0.0,2020-12-21 09:57:00,2020-12-21 09:57:00-05:00
2020-12-21 09:58:00-05:00,111.86000061035156,111.86000061035156,111.72000122070312,111.83000183105469,,7152.0,0.0,0.0,2020-12-21 09:58:00,2020-12-21 09:58:00-05:00
2020-12-21 09:59:00-05:00,111.81999969482422,111.81999969482422,111.69499969482422,111.75,,6006.0,0.0,0.0,2020-12-21 09:59:00,2020-12-21 09:59:00-05:00
2020-12-21 10:00:00-05:00,111.73999786376953,111.73999786376953,111.58999633789062,111.58999633789062,,9582.0,0.0,0.0,2020-12-21 10:00:00,2020-12-21 10:00:00-05:00
2020-12-21 10:01:00-05:00,111.61000061035156,111.73999786376953,111.61000061035156,111.6500015258789,,1533.0,0.0,0.0,2020-12-21 10:01:00,2020-12-21 10:01:00-05:00
2020-12-21 10:02:00-05:00,111.66999816894531,111.72000122070312,111.5,111.5199966430664,,7395.0,0.0,0.0,2020-12-21 10:02:00,2020-12-21 10:02:00-05:00
2020-12-21 10:03:00-05:00,111.52999877929688,111.58999633789062,111.43000030517578,111.45999908447266,,4706.0,0.0,0.0,2020-12-21 10:03:00,2020-12-21 10:03:00-05:00
2020-12-21 10:04:00-05:00,111.48999786376953,111.5,111.31999969482422,111.38999938964844,,7687.0,0.0,0.0,2020-12-21 10:04:00,2020-12-21 10:04:00-05:00
2020-12-21 10:05:00-05:00,111.38500213623047,111.38500213623047,111.15499877929688,111.15499877929688,,5274.0,0.0,0.0,2020-12-21 10:05:00,2020-12-21 10:05:00-05:00
2020-12-21 10:06:00-05:00,111.16000366210938,111.33560180664062,111.1500015258789,111.27999877929688,,3540.0,0.0,0.0,2020-12-21 10:06:00,2020-12-21 10:06:00-05:00
2020-12-21 10:07:00-05:00,111.2300033569336,111.30000305175781,111.2300033569336,111.25,,4161.0,0.0,0.0,2020-12-21 10:07:00,2020-12-21 10:07:00-05:00
2020-12-21 10:08:00-05:00,111.25,111.3499984741211,111.25,111.3499984741211,,3346.0,0.0,0.0,2020-12-21 10:08:00,2020-12-21 10:08:00-05:00
2020-12-21 10:09:00-05:00,111.36000061035156,111.44000244140625,111.30000305175781,111.3499984741211,,5956.0,0.0,0.0,2020-12-21 10:09:00,2020-12-21 10:09:00-05:00
2020-12-21 10:10:00-05:00,111.37000274658203,111.41000366210938,111.37000274658203,111.41000366210938,,636.0,0.0,0.0,2020-12-21 10:10:00,2020-12-21 10:10:00-05:00
2020-12-21 10:11:00-05:00,111.4000015258789,111.41999816894531,111.25,111.25,,2988.0,0.0,0.0,2020-12-21 10:11:00,2020-12-21 10:11:00-05:00
2020-12-21 10:12:00-05:00,111.22000122070312,111.22000122070312,111.08999633789062,111.11109924316406,,4208.0,0.0,0.0,2020-12-21 10:12:00,2020-12-21 10:12:00-05:00
2020-12-21 10:13:00-05:00,111.02999877929688,111.16000366210938,111.0,111.12999725341797,,5784.0,0.0,0.0,2020-12-21 10:13:00,2020-12-21 10:13:00-05:00
2020-12-21 10:14:00-05:00,111.08999633789062,111.19999694824219,111.05999755859375,111.19999694824219,,1789.0,0.0,0.0,2020-12-21 10:14:00,2020-12-21 10:14:00-05:00
2020-12-21 10:15:00-05:00,111.16999816894531,111.16999816894531,110.9312973022461,111.01000213623047,,8355.0,0.0,0.0,2020-12-21 10:15:00,2020-12-21 10:15:00-05:00
2020-12-21 10:16:00-05:00,110.95999908447266,111.0199966430664,110.88999938964844,110.94999694824219,,3559.0,0.0,0.0,2020-12-21 10:16:00,2020-12-21 10:16:00-05:00
2020-12-21 10:17:00-05:00,110.96499633789062,110.96499633789062,110.80000305175781,110.81999969482422,,3401.0,0.0,0.0,2020-12-21 10:17:00,2020-12-21 10:17:00-05:00
2020-12-21 10:18:00-05:00,110.80500030517578,110.81999969482422,110.5999984741211,110.6500015258789,,9790.0,0.0,0.0,2020-12-21 10:18:00,2020-12-21 10:18:00-05:00
2020-12-21 10:19:00-05:00,110.7300033569336,110.7300033569336,110.62000274658203,110.70999908447266,,4293.0,0.0,0.0,2020-12-21 10:19:00,2020-12-21 10:19:00-05:00
2020-12-21 10:20:00-05:00,110.7699966430664,110.7699966430664,110.61000061035156,110.62000274658203,,3707.0,0.0,0.0,2020-12-21 10:20:00,2020-12-21 10:20:00-05:00
2020-12-21 10:21:00-05:00,110.61000061035156,110.7300033569336,110.5999984741211,110.5999984741211,,8256.0,0.0,0.0,2020-12-21 10:21:00,2020-12-21 10:21:00-05:00
2020-12-21 10:22:00-05:00,110.63999938964844,110.68000030517578,110.52999877929688,110.56500244140625,,2968.0,0.0,0.0,2020-12-21 10:22:00,2020-12-21 10:22:00-05:00
2020-12-21 10:23:00-05:00,110.5999984741211,110.87999725341797,110.58499908447266,110.85469818115234,,4703.0,0.0,0.0,2020-12-21 10:23:00,2020-12-21 10:23:00-05:00
2020-12-21 10:24:00-05:00,110.87999725341797,110.9800033569336,110.87999725341797,110.9000015258789,,3783.0,0.0,0.0,2020-12-21 10:24:00,2020-12-21 10:24:00-05:00
2020-12-21 10:25:00-05:00,110.87999725341797,110.91999816894531,110.8499984741211,110.87999725341797,,4887.0,0.0,0.0,2020-12-21 10:25:00,2020-12-21 10:25:00-05:00
2020-12-21 10:26:00-05:00,110.87999725341797,110.87999725341797,110.80999755859375,110.80999755859375,,3513.0,0.0,0.0,2020-12-21 10:26:00,2020-12-21 10:26:00-05:00
2020-12-21 10:27:00-05:00,110.82499694824219,110.8499984741211,110.69000244140625,110.69000244140625,,6919.0,0.0,0.0,2020-12-21 10:27:00,2020-12-21 10:27:00-05:00
2020-12-21 10:28:00-05:00,110.72000122070312,110.72000122070312,110.68000030517578,110.68000030517578,,3157.0,0.0,0.0,2020-12-21 10:28:00,2020-12-21 10:28:00-05:00
2020-12-21 10:29:00-05:00,110.64009857177734,110.79000091552734,110.61000061035156,110.79000091552734,,4930.0,0.0,0.0,2020-12-21 10:29:00,2020-12-21 10:29:00-05:00
2020-12-21 10:30:00-05:00,110.74500274658203,110.8499984741211,110.5999984741211,110.75,,9200.0,0.0,0.0,2020-12-21 10:30:00,2020-12-21 10:30:00-05:00
2020-12-21 10:31:00-05:00,110.81999969482422,110.81999969482422,110.69999694824219,110.77999877929688,,4320.0,0.0,0.0,2020-12-21 10:31:00,2020-12-21 10:31:00-05:00
2020-12-21 10:32:00-05:00,110.7249984741211,110.7249984741211,110.62000274658203,110.62999725341797,,2566.0,0.0,0.0,2020-12-21 10:32:00,2020-12-21 10:32:00-05:00
2020-12-21 10:33:00-05:00,110.62999725341797,110.63999938964844,110.58499908447266,110.62000274658203,,3548.0,0.0,0.0,2020-12-21 10:33:00,2020-12-21 10:33:00-05:00
2020-12-21 10:34:00-05:00,110.58000183105469,110.72000122070312,110.58000183105469,110.72000122070312,,2091.0,0.0,0.0,2020-12-21 10:34:00,2020-12-21 10:34:00-05:00
2020-12-21 10:35:00-05:00,110.70500183105469,110.93000030517578,110.70500183105469,110.93000030517578,,2811.0,0.0,0.0,2020-12-21 10:35:00,2020-12-21 10:35:00-05:00
2020-12-21 10:36:00-05:00,110.91999816894531,110.91999816894531,110.7699966430664,110.81999969482422,,9431.0,0.0,0.0,2020-12-21 10:36:00,2020-12-21 10:36:00-05:00
2020-12-21 10:37:00-05:00,110.80999755859375,110.8499984741211,110.70999908447266,110.80000305175781,,12147.0,0.0,0.0,2020-12-21 10:37:00,2020-12-21 10:37:00-05:00
2020-12-21 10:38:00-05:00,110.76100158691406,110.80000305175781,110.76100158691406,110.80000305175781,,921.0,0.0,0.0,2020-12-21 10:38:00,2020-12-21 10:38:00-05:00
2020-12-21 10:39:00-05:00,110.79499816894531,111.01000213623047,110.79000091552734,110.95999908447266,,2900.0,0.0,0.0,2020-12-21 10:39:00,2020-12-21 10:39:00-05:00
2020-12-21 10:40:00-05:00,111.06999969482422,111.06999969482422,110.9000015258789,110.94999694824219,,5950.0,0.0,0.0,2020-12-21 10:40:00,2020-12-21 10:40:00-05:00
2020-12-21 10:41:00-05:00,110.94999694824219,111.08999633789062,110.94999694824219,111.0,,3897.0,0.0,0.0,2020-12-21 10:41:00,2020-12-21 10:41:00-05:00
2020-12-21 10:42:00-05:00,111.04840087890625,111.06839752197266,111.02999877929688,111.05999755859375,,3878.0,0.0,0.0,2020-12-21 10:42:00,2020-12-21 10:42:00-05:00
2020-12-21 10:43:00-05:00,111.12000274658203,111.19000244140625,111.07499694824219,111.12999725341797,,3581.0,0.0,0.0,2020-12-21 10:43:00,2020-12-21 10:43:00-05:00
2020-12-21 10:44:00-05:00,111.06999969482422,111.16999816894531,111.06999969482422,111.16999816894531,,2964.0,0.0,0.0,2020-12-21 10:44:00,2020-12-21 10:44:00-05:00
2020-12-21 10:45:00-05:00,111.12000274658203,111.16000366210938,111.0,111.0199966430664,,11931.0,0.0,0.0,2020-12-21 10:45:00,2020-12-21 10:45:00-05:00
2020-12-21 10:46:00-05:00,111.05000305175781,111.06999969482422,110.88999938964844,111.0199966430664,,12005.0,0.0,0.0,2020-12-21 10:46:00,2020-12-21 10:46:00-05:00
2020-12-21 10:47:00-05:00,111.04000091552734,111.05000305175781,110.94999694824219,111.05000305175781,,12353.0,0.0,0.0,2020-12-21 10:47:00,2020-12-21 10:47:00-05:00
2020-12-21 10:48:00-05:00,111.06999969482422,111.12000274658203,110.86000061035156,110.9800033569336,,9321.0,0.0,0.0,2020-12-21 10:48:00,2020-12-21 10:48:00-05:00
2020-12-21 10:49:00-05:00,110.95999908447266,111.01000213623047,110.91999816894531,111.01000213623047,,12777.0,0.0,0.0,2020-12-21 10:49:00,2020-12-21 10:49:00-05:00
2020-12-21 10:50:00-05:00,111.0199966430664,111.08000183105469,110.9800033569336,111.0,,8171.0,0.0,0.0,2020-12-21 10:50:00,2020-12-21 10:50:00-05:00
2020-12-21 10:51:00-05:00,111.03500366210938,111.05000305175781,110.94999694824219,111.02999877929688,,5032.0,0.0,0.0,2020-12-21 10:51:00,2020-12-21 10:51:00-05:00
2020-12-21 10:52:00-05:00,111.05999755859375,111.06999969482422,111.0,111.02999877929688,,6287.0,0.0,0.0,2020-12-21 10:52:00,2020-12-21 10:52:00-05:00
2020-12-21 10:53:00-05:00,111.02999877929688,111.16000366210938,111.01000213623047,111.11000061035156,,3903.0,0.0,0.0,2020-12-21 10:53:00,2020-12-21 10:53:00-05:00
2020-12-21 10:54:00-05:00,111.08999633789062,111.20999908447266,111.08999633789062,111.12999725341797,,5618.0,0.0,0.0,2020-12-21 10:54:00,2020-12-21 10:54:00-05:00
2020-12-21 10:55:00-05:00,111.12999725341797,111.23999786376953,111.11000061035156,111.23999786376953,,6003.0,0.0,0.0,2020-12-21 10:55:00,2020-12-21 10:55:00-05:00
2020-12-21 10:56:00-05:00,111.23999786376953,111.2699966430664,111.20999908447266,111.25,,4947.0,0.0,0.0,2020-12-21 10:56:00,2020-12-21 10:56:00-05:00
2020-12-21 10:57:00-05:00,111.26499938964844,111.26499938964844,111.26499938964844,111.26499938964844,,496.0,0.0,0.0,2020-12-21 10:57:00,2020-12-21 10:57:00-05:00
2020-12-21 10:58:00-05:00,111.20999908447266,111.25,111.18000030517578,111.23999786376953,,8656.0,0.0,0.0,2020-12-21 10:58:00,2020-12-21 10:58:00-05:00
2020-12-21 10:59:00-05:00,111.12999725341797,111.13999938964844,111.04000091552734,111.1395034790039,,10631.0,0.0,0.0,2020-12-21 10:59:00,2020-12-21 10:59:00-05:00
2020-12-21 11:00:00-05:00,111.13999938964844,111.18000030517578,111.12000274658203,111.18000030517578,,9574.0,0.0,0.0,2020-12-21 11:00:00,2020-12-21 11:00:00-05:00
2020-12-21 11:01:00-05:00,111.22000122070312,111.2300033569336,111.12000274658203,111.2300033569336,,6600.0,0.0,0.0,2020-12-21 11:01:00,2020-12-21 11:01:00-05:00
2020-12-21 11:02:00-05:00,111.19999694824219,111.2300033569336,111.02999877929688,111.18000030517578,,14210.0,0.0,0.0,2020-12-21 11:02:00,2020-12-21 11:02:00-05:00
2020-12-21 11:03:00-05:00,111.19400024414062,111.2699966430664,111.18000030517578,111.18000030517578,,4985.0,0.0,0.0,2020-12-21 11:03:00,2020-12-21 11:03:00-05:00
2020-12-21 11:04:00-05:00,111.18000030517578,111.18000030517578,111.12999725341797,111.16000366210938,,4944.0,0.0,0.0,2020-12-21 11:04:00,2020-12-21 11:04:00-05:00
2020-12-21 11:05:00-05:00,111.19000244140625,111.33000183105469,111.19000244140625,111.33000183105469,,1918.0,0.0,0.0,2020-12-21 11:05:00,2020-12-21 11:05:00-05:00
2020-12-21 11:06:00-05:00,111.33000183105469,111.37000274658203,111.29000091552734,111.29000091552734,,4814.0,0.0,0.0,2020-12-21 11:06:00,2020-12-21 11:06:00-05:00
2020-12-21 11:07:00-05:00,111.30000305175781,111.30000305175781,111.22000122070312,111.22000122070312,,5606.0,0.0,0.0,2020-12-21 11:07:00,2020-12-21 11:07:00-05:00
2020-12-21 11:08:00-05:00,111.22000122070312,111.30999755859375,111.22000122070312,111.30000305175781,,6343.0,0.0,0.0,2020-12-21 11:08:00,2020-12-21 11:08:00-05:00
2020-12-21 11:09:00-05:00,111.31999969482422,111.36000061035156,111.25,111.33000183105469,,8925.0,0.0,0.0,2020-12-21 11:09:00,2020-12-21 11:09:00-05:00
2020-12-21 11:10:00-05:00,111.31999969482422,111.33499908447266,111.26000213623047,111.26000213623047,,6874.0,0.0,0.0,2020-12-21 11:10:00,2020-12-21 11:10:00-05:00
2020-12-21 11:11:00-05:00,111.2699966430664,111.37999725341797,111.2699966430664,111.34500122070312,,3768.0,0.0,0.0,2020-12-21 11:11:00,2020-12-21 11:11:00-05:00
2020-12-21 11:12:00-05:00,111.32499694824219,111.33999633789062,111.30000305175781,111.31999969482422,,3400.0,0.0,0.0,2020-12-21 11:12:00,2020-12-21 11:12:00-05:00
2020-12-21 11:13:00-05:00,111.33000183105469,111.48999786376953,111.33000183105469,111.48999786376953,,3527.0,0.0,0.0,2020-12-21 11:13:00,2020-12-21 11:13:00-05:00
2020-12-21 11:14:00-05:00,111.48999786376953,111.54000091552734,111.46499633789062,111.4800033569336,,4209.0,0.0,0.0,2020-12-21 11:14:00,2020-12-21 11:14:00-05:00
2020-12-21 11:15:00-05:00,111.4800033569336,111.4800033569336,111.38999938964844,111.41999816894531,,3487.0,0.0,0.0,2020-12-21 11:15:00,2020-12-21 11:15:00-05:00
2020-12-21 11:16:00-05:00,111.41999816894531,111.43000030517578,111.37000274658203,111.37000274658203,,2821.0,0.0,0.0,2020-12-21 11:16:00,2020-12-21 11:16:00-05:00
2020-12-21 11:17:00-05:00,111.3499984741211,111.3499984741211,111.2958984375,111.31999969482422,,6439.0,0.0,0.0,2020-12-21 11:17:00,2020-12-21 11:17:00-05:00
2020-12-21 11:18:00-05:00,111.30000305175781,111.30999755859375,111.26000213623047,111.26000213623047,,1582.0,0.0,0.0,2020-12-21 11:18:00,2020-12-21 11:18:00-05:00
2020-12-21 11:19:00-05:00,111.23999786376953,111.26000213623047,111.16000366210938,111.16999816894531,,3130.0,0.0,0.0,2020-12-21 11:19:00,2020-12-21 11:19:00-05:00
2020-12-21 11:20:00-05:00,111.16999816894531,111.25,111.16000366210938,111.2249984741211,,1637.0,0.0,0.0,2020-12-21 11:20:00,2020-12-21 11:20:00-05:00
2020-12-21 11:21:00-05:00,111.27999877929688,111.27999877929688,111.20999908447266,111.26000213623047,,2162.0,0.0,0.0,2020-12-21 11:21:00,2020-12-21 11:21:00-05:00
2020-12-21 11:22:00-05:00,111.27999877929688,111.36000061035156,111.2699966430664,111.32749938964844,,3343.0,0.0,0.0,2020-12-21 11:22:00,2020-12-21 11:22:00-05:00
2020-12-21 11:23:00-05:00,111.43000030517578,111.47000122070312,111.37999725341797,111.37999725341797,,1913.0,0.0,0.0,2020-12-21 11:23:00,2020-12-21 11:23:00-05:00
2020-12-21 11:24:00-05:00,111.41999816894531,111.47000122070312,111.41000366210938,111.44000244140625,,1109.0,0.0,0.0,2020-12-21 11:24:00,2020-12-21 11:24:00-05:00
2020-12-21 11:25:00-05:00,111.47000122070312,111.47000122070312,111.37000274658203,111.37000274658203,,2416.0,0.0,0.0,2020-12-21 11:25:00,2020-12-21 11:25:00-05:00
2020-12-21 11:26:00-05:00,111.41000366210938,111.48999786376953,111.38999938964844,111.48999786376953,,3814.0,0.0,0.0,2020-12-21 11:26:00,2020-12-21 11:26:00-05:00
2020-12-21 11:27:00-05:00,111.52999877929688,111.52999877929688,111.47000122070312,111.52999877929688,,3053.0,0.0,0.0,2020-12-21 11:27:00,2020-12-21 11:27:00-05:00
2020-12-21 11:28:00-05:00,111.54000091552734,111.55000305175781,111.47000122070312,111.47000122070312,,3033.0,0.0,0.0,2020-12-21 11:28:00,2020-12-21 11:28:00-05:00
2020-12-21 11:29:00-05:00,111.44000244140625,111.62000274658203,111.44000244140625,111.57499694824219,,4821.0,0.0,0.0,2020-12-21 11:29:00,2020-12-21 11:29:00-05:00
2020-12-21 11:30:00-05:00,111.56999969482422,111.7300033569336,111.56999969482422,111.7300033569336,,5538.0,0.0,0.0,2020-12-21 11:30:00,2020-12-21 11:30:00-05:00
2020-12-21 11:31:00-05:00,111.69000244140625,111.69999694824219,111.5999984741211,111.62999725341797,,3242.0,0.0,0.0,2020-12-21 11:31:00,2020-12-21 11:31:00-05:00
2020-12-21 11:32:00-05:00,111.58999633789062,111.58999633789062,111.55000305175781,111.55000305175781,,1982.0,0.0,0.0,2020-12-21 11:32:00,2020-12-21 11:32:00-05:00
2020-12-21 11:33:00-05:00,111.54000091552734,111.56999969482422,111.5199966430664,111.56999969482422,,2373.0,0.0,0.0,2020-12-21 11:33:00,2020-12-21 11:33:00-05:00
2020-12-21 11:34:00-05:00,111.56999969482422,111.62000274658203,111.55000305175781,111.55000305175781,,4279.0,0.0,0.0,2020-12-21 11:34:00,2020-12-21 11:34:00-05:00
2020-12-21 11:35:00-05:00,111.58609771728516,111.66999816894531,111.58609771728516,111.63999938964844,,2240.0,0.0,0.0,2020-12-21 11:35:00,2020-12-21 11:35:00-05:00
2020-12-21 11:36:00-05:00,111.62000274658203,111.69000244140625,111.61000061035156,111.63999938964844,,2382.0,0.0,0.0,2020-12-21 11:36:00,2020-12-21 11:36:00-05:00
2020-12-21 11:37:00-05:00,111.63999938964844,111.7300033569336,111.63999938964844,111.70999908447266,,1876.0,0.0,0.0,2020-12-21 11:37:00,2020-12-21 11:37:00-05:00
2020-12-21 11:38:00-05:00,111.7300033569336,111.73999786376953,111.66999816894531,111.68499755859375,,1583.0,0.0,0.0,2020-12-21 11:38:00,2020-12-21 11:38:00-05:00
2020-12-21 11:39:00-05:00,111.68000030517578,111.69999694824219,111.5999984741211,111.6500015258789,,3065.0,0.0,0.0,2020-12-21 11:39:00,2020-12-21 11:39:00-05:00
2020-12-21 11:40:00-05:00,111.6500015258789,111.73999786376953,111.63999938964844,111.73999786376953,,8571.0,0.0,0.0,2020-12-21 11:40:00,2020-12-21 11:40:00-05:00
2020-12-21 11:41:00-05:00,111.70500183105469,111.79399871826172,111.70500183105469,111.79399871826172,,1480.0,0.0,0.0,2020-12-21 11:41:00,2020-12-21 11:41:00-05:00
2020-12-21 11:42:00-05:00,111.76000213623047,111.87000274658203,111.76000213623047,111.87000274658203,,1335.0,0.0,0.0,2020-12-21 11:42:00,2020-12-21 11:42:00-05:00
2020-12-21 11:43:00-05:00,111.86000061035156,111.86000061035156,111.80999755859375,111.83000183105469,,5507.0,0.0,0.0,2020-12-21 11:43:00,2020-12-21 11:43:00-05:00
2020-12-21 11:44:00-05:00,111.80000305175781,111.85299682617188,111.80000305175781,111.85299682617188,,933.0,0.0,0.0,2020-12-21 11:44:00,2020-12-21 11:44:00-05:00
2020-12-21 11:45:00-05:00,111.83999633789062,111.8499984741211,111.7699966430664,111.81999969482422,,5344.0,0.0,0.0,2020-12-21 11:45:00,2020-12-21 11:45:00-05:00
2020-12-21 11:46:00-05:00,111.79000091552734,111.91999816894531,111.77999877929688,111.87000274658203,,6595.0,0.0,0.0,2020-12-21 11:46:00,2020-12-21 11:46:00-05:00
2020-12-21 11:47:00-05:00,111.88999938964844,111.97000122070312,111.88999938964844,111.97000122070312,,3486.0,0.0,0.0,2020-12-21 11:47:00,2020-12-21 11:47:00-05:00
2020-12-21 11:48:00-05:00,112.01000213623047,112.05000305175781,111.98999786376953,112.05000305175781,,3403.0,0.0,0.0,2020-12-21 11:48:00,2020-12-21 11:48:00-05:00
2020-12-21 11:49:00-05:00,112.04000091552734,112.04000091552734,111.98999786376953,112.02999877929688,,2483.0,0.0,0.0,2020-12-21 11:49:00,2020-12-21 11:49:00-05:00
2020-12-21 11:50:00-05:00,112.01499938964844,112.0250015258789,111.91999816894531,112.0250015258789,,6393.0,0.0,0.0,2020-12-21 11:50:00,2020-12-21 11:50:00-05:00
2020-12-21 11:51:00-05:00,112.0,112.0,111.94999694824219,111.94999694824219,,1838.0,0.0,0.0,2020-12-21 11:51:00,2020-12-21 11:51:00-05:00
2020-12-21 11:52:00-05:00,111.91000366210938,111.94000244140625,111.87999725341797,111.94000244140625,,4105.0,0.0,0.0,2020-12-21 11:52:00,2020-12-21 11:52:00-05:00
2020-12-21 11:53:00-05:00,111.95999908447266,111.97000122070312,111.94000244140625,111.94000244140625,,858.0,0.0,0.0,2020-12-21 11:53:00,2020-12-21 11:53:00-05:00
2020-12-21 11:54:00-05:00,111.94000244140625,111.95500183105469,111.88400268554688,111.88999938964844,,3000.0,0.0,0.0,2020-12-21 11:54:00,2020-12-21 11:54:00-05:00
2020-12-21 11:55:00-05:00,111.90399932861328,111.90399932861328,111.87000274658203,111.87000274658203,,918.0,0.0,0.0,2020-12-21 11:55:00,2020-12-21 11:55:00-05:00
2020-12-21 11:56:00-05:00,111.9000015258789,111.91999816894531,111.83000183105469,111.83000183105469,,3828.0,0.0,0.0,2020-12-21 11:56:00,2020-12-21 11:56:00-05:00
